fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Dictionary,trump-Colombia.com,,,,,,,,
Dictionary,trumpColombia.com,68.178.254.130,,smtp.secureserver.net,ns19.domaincontrol.com,United States,2007-12-12T00:00:00,2016-12-13T00:00:00,0
Dictionary,Colombia-trump.com,,,,,,,,
Dictionary,Colombiatrump.com,,,,,,,,
Dictionary,trump-Comoros.com,,,,,,,,
Dictionary,trumpComoros.com,,,,,,,,
Dictionary,Comoros-trump.com,,,,,,,,
Dictionary,Comorostrump.com,,,,,,,,
Dictionary,trump-Congo.com,,,,,,,,
Dictionary,trumpCongo.com,,,,,,,,
Dictionary,Congo-trump.com,,,,,,,,
Dictionary,Congotrump.com,,,,,,,,
Dictionary,trump-Croatia.com,,,,,,,,
Dictionary,trumpCroatia.com,50.63.202.41,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Croatia-trump.com,,,,,,,,
Dictionary,Croatiatrump.com,,,,,,,,
Dictionary,trump-Cuba.com,,,,,,,,
Dictionary,trumpCuba.com,,,,,,,,
Dictionary,Cuba-trump.com,,,,,,,,
Dictionary,Cubatrump.com,184.168.221.41,,smtp.secureserver.net,ns35.domaincontrol.com,United States,2016-08-08T00:00:00,2016-08-08T00:00:00,0
Dictionary,trump-Cyprus.com,,,,,,,,
Dictionary,trumpCyprus.com,,,,,,,,
Dictionary,Cyprus-trump.com,,,,,,,,
Dictionary,Cyprustrump.com,,,,,,,,
Dictionary,trump-Denmark.com,,,,,,,,
Dictionary,trumpDenmark.com,184.168.221.41,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Denmark-trump.com,,,,,,,,
Dictionary,Denmarktrump.com,,,,,,,,
Dictionary,trump-Ecuador.com,,,,,,,,
Dictionary,trumpEcuador.com,,,,,,,,
Dictionary,Ecuador-trump.com,,,,,,,,
Dictionary,Ecuadortrump.com,,,,,,,,
Dictionary,trump-Egypt.com,,,,,,,,
Dictionary,trumpEgypt.com,184.168.221.49,,smtp.secureserver.net,ns09.domaincontrol.com,United States,2008-06-16T00:00:00,2016-06-29T00:00:00,0
Dictionary,Egypt-trump.com,,,,,,,,
Dictionary,Egypttrump.com,,,,,,,,
Dictionary,trump-Eritrea.com,,,,,,,,
Dictionary,trumpEritrea.com,,,,,,,,
Dictionary,Eritrea-trump.com,,,,,,,,
Dictionary,Eritreatrump.com,,,,,,,,
Dictionary,trump-Estonia.com,,,,,,,,
Dictionary,trumpEstonia.com,50.63.202.38,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Estonia-trump.com,,,,,,,,
Dictionary,Estoniatrump.com,,,,,,,,
Dictionary,trump-Ethiopia.com,,,,,,,,
Dictionary,trumpEthiopia.com,,,,,,,,
Dictionary,Ethiopia-trump.com,,,,,,,,
Dictionary,Ethiopiatrump.com,,,,,,,,
Dictionary,trump-Fiji.com,,,,,,,,
Dictionary,trumpFiji.com,50.63.202.50,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Fiji-trump.com,,,,,,,,
Dictionary,Fijitrump.com,,,,,,,,
Dictionary,trump-Finland.com,,,,,,,,
Dictionary,trumpFinland.com,184.168.221.32,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Finland-trump.com,,,,,,,,
Dictionary,Finlandtrump.com,,,,,,,,
Dictionary,trump-France.com,,,,,,,,
Dictionary,trumpFrance.com,185.2.4.77,,mail-fr.securemail.pro,ns1.amenworld.com,Italy,,,0
Dictionary,France-trump.com,,,,,,,,
Dictionary,Francetrump.com,,,,,,,,
Dictionary,trump-Gabon.com,,,,,,,,
Dictionary,trumpGabon.com,,,,,,,,
Dictionary,Gabon-trump.com,,,,,,,,
Dictionary,Gabontrump.com,,,,,,,,
Dictionary,trump-Gambia.com,,,,,,,,
Dictionary,trumpGambia.com,,,,,,,,
Dictionary,Gambia-trump.com,,,,,,,,
Dictionary,Gambiatrump.com,,,,,,,,
Dictionary,trump-Georgia.com,,,,,,,,
Dictionary,trumpGeorgia.com,50.63.202.52,,smtp.secureserver.net,ns65.domaincontrol.com,United States,2015-12-30T00:00:00,2017-01-10T00:00:00,
Dictionary,Georgia-trump.com,,,,,,,,
Dictionary,Georgiatrump.com,,,,,,,,
Dictionary,trump-Germany.com,,,,,,,,
Dictionary,trumpGermany.com,184.168.221.43,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Germany-trump.com,,,,,,,,
Dictionary,Germanytrump.com,,,,,,,,
Dictionary,trump-Ghana.com,,,,,,,,
Dictionary,trumpGhana.com,,,,,,,,
Dictionary,Ghana-trump.com,,,,,,,,
Dictionary,Ghanatrump.com,,,,,,,,
Dictionary,trump-Greece.com,,,,,,,,
Dictionary,trumpGreece.com,184.168.221.52,,smtp.secureserver.net,ns35.domaincontrol.com,United States,2009-05-26T00:00:00,2016-06-29T00:00:00,0
Dictionary,Greece-trump.com,,,,,,,,
Dictionary,Greecetrump.com,,,,,,,,
Dictionary,trump-Grenada.com,,,,,,,,
Dictionary,trumpGrenada.com,,,,,,,,
Dictionary,Grenada-trump.com,,,,,,,,
Dictionary,Grenadatrump.com,,,,,,,,
Dictionary,trump-Guatemala.com,,,,,,,,
Dictionary,trumpGuatemala.com,,,,,,,,
Dictionary,Guatemala-trump.com,,,,,,,,
Dictionary,Guatemalatrump.com,,,,,,,,
Dictionary,trump-Guinea.com,,,,,,,,
Dictionary,trumpGuinea.com,,,,,,,,
Dictionary,Guinea-trump.com,,,,,,,,
Dictionary,Guineatrump.com,,,,,,,,
Dictionary,trump-Guyana.com,,,,,,,,
Dictionary,trumpGuyana.com,,,,,,,,
Dictionary,Guyana-trump.com,,,,,,,,
Dictionary,Guyanatrump.com,,,,,,,,
Dictionary,trump-Haiti.com,,,,,,,,
Dictionary,trumpHaiti.com,,,,,,,,
Dictionary,Haiti-trump.com,,,,,,,,
Dictionary,Haititrump.com,,,,,,,,
Dictionary,trump-Honduras.com,,,,,,,,
Dictionary,trumpHonduras.com,,,,,,,,
Dictionary,Honduras-trump.com,,,,,,,,
Dictionary,Hondurastrump.com,,,,,,,,
Dictionary,trump-Hungary.com,,,,,,,,
Dictionary,trumpHungary.com,,,,,,,,
Dictionary,Hungary-trump.com,,,,,,,,
Dictionary,Hungarytrump.com,,,,,,,,
Dictionary,trump-Iceland.com,,,,,,,,
Dictionary,trumpIceland.com,,,,,,,,
Dictionary,Iceland-trump.com,,,,,,,,
Dictionary,Icelandtrump.com,,,,,,,,
Dictionary,trump-India.com,,,,,,,,
Dictionary,trumpIndia.com,184.168.221.17,,smtp.secureserver.net,ns63.domaincontrol.com,United States,2007-09-20T00:00:00,2016-09-28T00:00:00,72
Dictionary,India-trump.com,,,,,,,,
Dictionary,Indiatrump.com,50.63.202.42,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-13T00:00:00,2016-11-13T00:00:00,0
Dictionary,trump-Indonesia.com,,,,,,,,
Dictionary,trumpIndonesia.com,50.63.202.56,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Indonesia-trump.com,,,,,,,,
Dictionary,Indonesiatrump.com,,,,,,,,
Dictionary,trump-Iran.com,,,,,,,,
Dictionary,trumpIran.com,184.168.221.53,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-09T00:00:00,2016-11-09T00:00:00,0
Dictionary,Iran-trump.com,184.168.221.37,,smtp.secureserver.net,ns17.domaincontrol.com,United States,2016-12-01T00:00:00,2016-12-01T00:00:00,
Dictionary,Irantrump.com,50.63.202.56,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-09T00:00:00,2016-11-09T00:00:00,
Dictionary,trump-Iraq.com,,,,,,,,
Dictionary,trumpIraq.com,184.168.221.50,,smtp.secureserver.net,ns33.domaincontrol.com,United States,2016-09-27T00:00:00,2016-09-27T00:00:00,
Dictionary,Iraq-trump.com,,,,,,,,
Dictionary,Iraqtrump.com,,,,,,,,
Dictionary,trump-Israel.com,,,,,,,,
Dictionary,trumpIsrael.com,,,,,,,,
Dictionary,Israel-trump.com,,,,,,,,
Dictionary,Israeltrump.com,72.52.4.121,,localhost,ns1.sedoparking.com,United States,2016-11-13T00:00:00,2016-11-14T00:00:00,0
Dictionary,trump-Italy.com,,,,,,,,
Dictionary,trumpItaly.com,50.63.202.44,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Italy-trump.com,,,,,,,,
Dictionary,Italytrump.com,,,,,,,,
Dictionary,trump-Jamaica.com,,,,,,,,
Dictionary,trumpJamaica.com,50.63.202.49,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Jamaica-trump.com,,,,,,,,
Dictionary,Jamaicatrump.com,,,,,,,,
Dictionary,trump-Japan.com,,,,,,,,
Dictionary,trumpJapan.com,184.168.221.44,,smtp.secureserver.net,ns53.domaincontrol.com,United States,2007-10-25T00:00:00,2016-06-29T00:00:00,0
Dictionary,Japan-trump.com,74.220.219.68,,japan-trump.com,ns1.bluehost.com,United States,2010-10-07T00:00:00,2016-10-07T00:00:00,0
Dictionary,Japantrump.com,,,,,,,,
Dictionary,trump-Jordan.com,,,,,,,,
Dictionary,trumpJordan.com,50.63.202.36,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Jordan-trump.com,,,,,,,,
Dictionary,Jordantrump.com,,,gmr-smtp-in.l.google.com,ns-cloud-b1.googledomains.com,,2015-10-23T00:00:00,2016-10-23T00:00:00,
Dictionary,trump-Kazakhstan.com,,,,,,,,
Dictionary,trumpKazakhstan.com,,,,,,,,
Dictionary,Kazakhstan-trump.com,,,,,,,,
Dictionary,Kazakhstantrump.com,,,,,,,,
Dictionary,trump-Kenya.com,,,,,,,,
Dictionary,trumpKenya.com,,,,,,,,
Dictionary,Kenya-trump.com,,,,,,,,
Dictionary,Kenyatrump.com,,,,,,,,
Dictionary,trump-Kiribati.com,,,,,,,,
Dictionary,trumpKiribati.com,,,,,,,,
Dictionary,Kiribati-trump.com,,,,,,,,
Dictionary,Kiribatitrump.com,,,,,,,,
Dictionary,trump-Kosovo.com,,,,,,,,
Dictionary,trumpKosovo.com,,,,,,,,
Dictionary,Kosovo-trump.com,,,,,,,,
Dictionary,Kosovotrump.com,,,,,,,,
Dictionary,trump-Kuwait.com,,,,,,,,
Dictionary,trumpKuwait.com,,,,,,,,
Dictionary,Kuwait-trump.com,,,,,,,,
Dictionary,Kuwaittrump.com,,,,,,,,
Dictionary,trump-Kyrgyzstan.com,,,,,,,,
Dictionary,trumpKyrgyzstan.com,,,,,,,,
Dictionary,Kyrgyzstan-trump.com,,,,,,,,
Dictionary,Kyrgyzstantrump.com,,,,,,,,
Dictionary,trump-Laos.com,,,,,,,,
Dictionary,trumpLaos.com,,,,,,,,
Dictionary,Laos-trump.com,,,,,,,,
Dictionary,Laostrump.com,,,,,,,,
Dictionary,trump-Latvia.com,,,,,,,,
Dictionary,trumpLatvia.com,184.168.221.36,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Latvia-trump.com,,,,,,,,
Dictionary,Latviatrump.com,,,,,,,,
Dictionary,trump-Lebanon.com,,,,,,,,
Dictionary,trumpLebanon.com,,,,,,,,
Dictionary,Lebanon-trump.com,,,,,,,,
Dictionary,Lebanontrump.com,,,,,,,,
Dictionary,trump-Lesotho.com,,,,,,,,
Dictionary,trumpLesotho.com,,,,,,,,
Dictionary,Lesotho-trump.com,,,,,,,,
Dictionary,Lesothotrump.com,,,,,,,,
Dictionary,trump-Liberia.com,,,,,,,,
Dictionary,trumpLiberia.com,,,,,,,,
Dictionary,Liberia-trump.com,,,,,,,,
Dictionary,Liberiatrump.com,,,,,,,,
Dictionary,trump-Libya.com,,,,,,,,
Dictionary,trumpLibya.com,,,,,,,,
Dictionary,Libya-trump.com,,,,,,,,
Dictionary,Libyatrump.com,,,,,,,,
Dictionary,trump-Liechtenstein.com,,,,,,,,
Dictionary,trumpLiechtenstein.com,,,,,,,,
Dictionary,Liechtenstein-trump.com,,,,,,,,
Dictionary,Liechtensteintrump.com,,,,,,,,
Dictionary,trump-Lithuania.com,,,,,,,,
Dictionary,trumpLithuania.com,,,,,,,,
Dictionary,Lithuania-trump.com,,,,,,,,
Dictionary,Lithuaniatrump.com,,,,,,,,
Dictionary,trump-Luxembourg.com,,,,,,,,
Dictionary,trumpLuxembourg.com,,,,,,,,
Dictionary,Luxembourg-trump.com,,,,,,,,
Dictionary,Luxembourgtrump.com,,,,,,,,
Dictionary,trump-Macedonia.com,,,,,,,,
Dictionary,trumpMacedonia.com,,,,,,,,
Dictionary,Macedonia-trump.com,,,,,,,,
Dictionary,Macedoniatrump.com,,,,,,,,
Dictionary,trump-Madagascar.com,,,,,,,,
Dictionary,trumpMadagascar.com,,,,,,,,
Dictionary,Madagascar-trump.com,,,,,,,,
Dictionary,Madagascartrump.com,,,,,,,,
Dictionary,trump-Malawi.com,,,,,,,,
Dictionary,trumpMalawi.com,,,,,,,,
Dictionary,Malawi-trump.com,,,,,,,,
Dictionary,Malawitrump.com,,,,,,,,
Dictionary,trump-Malaysia.com,,,,,,,,
Dictionary,trumpMalaysia.com,,,,,,,,
Dictionary,Malaysia-trump.com,,,,,,,,
Dictionary,Malaysiatrump.com,,,,,,,,
Dictionary,trump-Maldives.com,,,,,,,,
Dictionary,trumpMaldives.com,,,,,,,,
Dictionary,Maldives-trump.com,,,,,,,,
Dictionary,Maldivestrump.com,,,,,,,,
Dictionary,trump-Mali.com,,,,,,,,
Dictionary,trumpMali.com,,,,,,,,
Dictionary,Mali-trump.com,,,,,,,,
Dictionary,Malitrump.com,,,,,,,,
Dictionary,trump-Malta.com,,,,,,,,
Dictionary,trumpMalta.com,,,,,,,,
Dictionary,Malta-trump.com,,,,,,,,
Dictionary,Maltatrump.com,,,,,,,,
Dictionary,trump-Mauritania.com,,,,,,,,
Dictionary,trumpMauritania.com,,,,,,,,
Dictionary,Mauritania-trump.com,,,,,,,,
Dictionary,Mauritaniatrump.com,,,,,,,,
Dictionary,trump-Mauritius.com,,,,,,,,
Dictionary,trumpMauritius.com,,,,,,,,
Dictionary,Mauritius-trump.com,,,,,,,,
Dictionary,Mauritiustrump.com,,,,,,,,
Dictionary,trump-Mexico.com,72.52.4.119,,localhost,ns1.sedoparking.com,United States,2016-09-01T00:00:00,2016-09-01T00:00:00,0
Dictionary,trumpMexico.com,184.168.221.49,,smtp.secureserver.net,ns09.domaincontrol.com,United States,2015-01-08T00:00:00,2017-01-04T00:00:00,0
Dictionary,Mexico-trump.com,,,,,,,,
Dictionary,Mexicotrump.com,72.52.4.91,,localhost,ns1.sedoparking.com,United States,2015-07-10T00:00:00,2016-12-18T00:00:00,0
Dictionary,trump-Micronesia.com,,,,,,,,
Dictionary,trumpMicronesia.com,,,,,,,,
Dictionary,Micronesia-trump.com,,,,,,,,
Dictionary,Micronesiatrump.com,,,,,,,,
Dictionary,trump-Moldova.com,,,,,,,,
Dictionary,trumpMoldova.com,,,,,,,,
Dictionary,Moldova-trump.com,,,,,,,,
Dictionary,Moldovatrump.com,,,,,,,,
Dictionary,trump-Monaco.com,,,,,,,,
Dictionary,trumpMonaco.com,184.168.221.59,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Monaco-trump.com,,,,,,,,
Dictionary,Monacotrump.com,,,,,,,,
Dictionary,trump-Mongolia.com,,,,,,,,
Dictionary,trumpMongolia.com,,,,,,,,
Dictionary,Mongolia-trump.com,,,,,,,,
Dictionary,Mongoliatrump.com,,,,,,,,
Dictionary,trump-Montenegro.com,,,,,,,,
Dictionary,trumpMontenegro.com,184.168.221.30,,smtp.secureserver.net,ns47.domaincontrol.com,United States,2007-10-06T00:00:00,2016-10-06T00:00:00,0
Dictionary,Montenegro-trump.com,,,,,,,,
Dictionary,Montenegrotrump.com,,,,,,,,
Dictionary,trump-Morocco.com,,,,,,,,
Dictionary,trumpMorocco.com,184.168.221.60,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Morocco-trump.com,,,,,,,,
Dictionary,Moroccotrump.com,,,,,,,,
Dictionary,trump-Mozambique.com,,,,,,,,
Dictionary,trumpMozambique.com,,,,,,,,
Dictionary,Mozambique-trump.com,,,,,,,,
Dictionary,Mozambiquetrump.com,,,,,,,,
Dictionary,trump-Namibia.com,,,,,,,,
Dictionary,trumpNamibia.com,,,,,,,,
Dictionary,Namibia-trump.com,,,,,,,,
Dictionary,Namibiatrump.com,,,,,,,,
Dictionary,trump-Nauru.com,,,,,,,,
Dictionary,trumpNauru.com,,,,,,,,
Dictionary,Nauru-trump.com,,,,,,,,
Dictionary,Naurutrump.com,,,,,,,,
Dictionary,trump-Nepal.com,,,,,,,,
Dictionary,trumpNepal.com,,,,,,,,
Dictionary,Nepal-trump.com,,,,,,,,
Dictionary,Nepaltrump.com,,,,,,,,
Dictionary,trump-Netherlands.com,,,,,,,,
Dictionary,trumpNetherlands.com,,,,,,,,
Dictionary,Netherlands-trump.com,,,,,,,,
Dictionary,Netherlandstrump.com,,,,,,,,
Dictionary,trump-Nicaragua.com,,,,,,,,
Dictionary,trumpNicaragua.com,,,,,,,,
Dictionary,Nicaragua-trump.com,,,,,,,,
Dictionary,Nicaraguatrump.com,,,,,,,,
Dictionary,trump-Niger.com,,,,,,,,
Dictionary,trumpNiger.com,,,,,,,,
Dictionary,Niger-trump.com,,,,,,,,
Dictionary,Nigertrump.com,,,,,,,,
Dictionary,trump-Nigeria.com,,,,,,,,
Dictionary,trumpNigeria.com,,,,,,,,
Dictionary,Nigeria-trump.com,,,,,,,,
Dictionary,Nigeriatrump.com,,,,,,,,
Dictionary,trump-Norway.com,,,,,,,,
Dictionary,trumpNorway.com,50.63.202.48,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Norway-trump.com,,,,,,,,
Dictionary,Norwaytrump.com,,,,,,,,
Dictionary,trump-Oman.com,,,,,,,,
Dictionary,trumpOman.com,,,,,,,,
Dictionary,Oman-trump.com,,,,,,,,
Dictionary,Omantrump.com,,,,,,,,
Dictionary,trump-Pakistan.com,,,,,,,,
Dictionary,trumpPakistan.com,,,,,,,,
Dictionary,Pakistan-trump.com,,,,,,,,
Dictionary,Pakistantrump.com,,,,,,,,
Dictionary,trump-Palau.com,,,,,,,,
Dictionary,trumpPalau.com,,,,,,,,
Dictionary,Palau-trump.com,,,,,,,,
Dictionary,Palautrump.com,,,,,,,,
Dictionary,trump-Panama.com,50.63.202.39,,smtp.secureserver.net,ns63.domaincontrol.com,United States,2006-02-24T00:00:00,2016-06-29T00:00:00,0
Dictionary,trumpPanama.com,50.63.202.19,,smtp.secureserver.net,ns63.domaincontrol.com,United States,2006-02-24T00:00:00,2016-06-29T00:00:00,
Dictionary,Panama-trump.com,,,,,,,,
Dictionary,Panamatrump.com,184.168.221.62,,smtp.secureserver.net,ns63.domaincontrol.com,United States,2006-02-24T00:00:00,2016-06-29T00:00:00,
Dictionary,trump-Paraguay.com,,,,,,,,
Dictionary,trumpParaguay.com,,,,,,,,
Dictionary,Paraguay-trump.com,,,,,,,,
Dictionary,Paraguaytrump.com,,,,,,,,
Dictionary,trump-Peru.com,,,,,,,,
Dictionary,trumpPeru.com,50.63.202.35,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Peru-trump.com,,,,,,,,
Dictionary,Perutrump.com,,,,,,,,
Dictionary,trump-Philippines.com,,,,,,,,
Dictionary,trumpPhilippines.com,50.63.202.42,,smtp.secureserver.net,ns09.domaincontrol.com,United States,2008-06-12T00:00:00,2016-06-29T00:00:00,
Dictionary,Philippines-trump.com,,,,,,,,
Dictionary,Philippinestrump.com,,,,,,,,
Dictionary,trump-Poland.com,,,,,,,,
Dictionary,trumpPoland.com,50.63.202.54,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Poland-trump.com,,,,,,,,
Dictionary,Polandtrump.com,50.63.202.33,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-13T00:00:00,2016-11-13T00:00:00,
Dictionary,trump-Portugal.com,,,,,,,,
Dictionary,trumpPortugal.com,,,,,,,,
Dictionary,Portugal-trump.com,,,,,,,,
Dictionary,Portugaltrump.com,,,,,,,,
Dictionary,trump-Qatar.com,,,,,,,,
Dictionary,trumpQatar.com,50.63.202.60,,smtp.secureserver.net,ns35.domaincontrol.com,United States,2009-05-26T00:00:00,2016-06-29T00:00:00,
Dictionary,Qatar-trump.com,,,,,,,,
Dictionary,Qatartrump.com,,,,,,,,
Dictionary,trump-Romania.com,,,,,,,,
Dictionary,trumpRomania.com,184.168.221.35,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Romania-trump.com,,,,,,,,
Dictionary,Romaniatrump.com,,,,,,,,
Dictionary,trump-Rwanda.com,,,,,,,,
Dictionary,trumpRwanda.com,,,,,,,,
Dictionary,Rwanda-trump.com,,,,,,,,
Dictionary,Rwandatrump.com,,,,,,,,
Dictionary,trump-Samoa.com,,,,,,,,
Dictionary,trumpSamoa.com,,,,,,,,
Dictionary,Samoa-trump.com,,,,,,,,
Dictionary,Samoatrump.com,,,,,,,,
Dictionary,trump-Senegal.com,,,,,,,,
Dictionary,trumpSenegal.com,,,,,,,,
Dictionary,Senegal-trump.com,,,,,,,,
Dictionary,Senegaltrump.com,,,,,,,,
Dictionary,trump-Serbia.com,,,,,,,,
Dictionary,trumpSerbia.com,,,,,,,,
Dictionary,Serbia-trump.com,,,,,,,,
Dictionary,Serbiatrump.com,,,,,,,,
Dictionary,trump-Seychelles.com,,,,,,,,
Dictionary,trumpSeychelles.com,,,,,,,,
Dictionary,Seychelles-trump.com,,,,,,,,
Dictionary,Seychellestrump.com,,,,,,,,
Dictionary,trump-Singapore.com,,,,,,,,
Dictionary,trumpSingapore.com,184.168.221.32,,smtp.secureserver.net,ns25.domaincontrol.com,United States,2015-08-13T00:00:00,2016-08-14T00:00:00,0
Dictionary,Singapore-trump.com,129.121.5.171,,singapore-trump.com,dns.site5.com,United States,2006-04-26T00:00:00,2015-04-20T00:00:00,0
Dictionary,Singaporetrump.com,,,,,,,,
Dictionary,trump-Slovakia.com,,,,,,,,
Dictionary,trumpSlovakia.com,,,,,,,,
Dictionary,Slovakia-trump.com,,,,,,,,
Dictionary,Slovakiatrump.com,,,,,,,,
Dictionary,trump-Slovenia.com,,,,,,,,
Dictionary,trumpSlovenia.com,184.168.221.41,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-09T00:00:00,2016-11-09T00:00:00,
Dictionary,Slovenia-trump.com,,,,,,,,
Dictionary,Sloveniatrump.com,,,,,,,,
Dictionary,trump-Somalia.com,,,,,,,,
Dictionary,trumpSomalia.com,,,,,,,,
Dictionary,Somalia-trump.com,,,,,,,,
Dictionary,Somaliatrump.com,,,,,,,,
Dictionary,trump-Spain.com,,,,,,,,
Dictionary,trumpSpain.com,,,,,,,,
Dictionary,Spain-trump.com,,,,,,,,
Dictionary,Spaintrump.com,,,,,,,,
Dictionary,trump-Sudan.com,,,,,,,,
Dictionary,trumpSudan.com,,,,,,,,
Dictionary,Sudan-trump.com,,,,,,,,
Dictionary,Sudantrump.com,,,,,,,,
Dictionary,trump-Suriname.com,,,,,,,,
Dictionary,trumpSuriname.com,,,,,,,,
Dictionary,Suriname-trump.com,,,,,,,,
Dictionary,Surinametrump.com,,,,,,,,
Dictionary,trump-Swaziland.com,,,,,,,,
Dictionary,trumpSwaziland.com,,,,,,,,
Dictionary,Swaziland-trump.com,,,,,,,,
Dictionary,Swazilandtrump.com,,,,,,,,
Dictionary,trump-Sweden.com,,,,,,,,
Dictionary,trumpSweden.com,184.168.221.50,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Sweden-trump.com,,,,,,,,
Dictionary,Swedentrump.com,,,,,,,,
Dictionary,trump-Switzerland.com,,,,,,,,
Dictionary,trumpSwitzerland.com,50.63.202.49,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,0
Dictionary,Switzerland-trump.com,,,,,,,,
Dictionary,Switzerlandtrump.com,,,,,,,,
Dictionary,trump-Syria.com,,,,,,,,
Dictionary,trumpSyria.com,,,,,,,,
Dictionary,Syria-trump.com,,,,,,,,
Dictionary,Syriatrump.com,,,,,,,,
Dictionary,trump-Taiwan.com,,,,,,,,
Dictionary,trumpTaiwan.com,184.168.221.35,,smtp.secureserver.net,ns49.domaincontrol.com,United States,2008-07-17T00:00:00,2016-06-29T00:00:00,
Dictionary,Taiwan-trump.com,,,,,,,,
Dictionary,Taiwantrump.com,,,,,,,,
Dictionary,trump-Tajikistan.com,,,,,,,,
Dictionary,trumpTajikistan.com,,,,,,,,
Dictionary,Tajikistan-trump.com,,,,,,,,
Dictionary,Tajikistantrump.com,,,,,,,,
Dictionary,trump-Tanzania.com,,,,,,,,
Dictionary,trumpTanzania.com,,,,,,,,
Dictionary,Tanzania-trump.com,,,,,,,,
Dictionary,Tanzaniatrump.com,,,,,,,,
Dictionary,trump-Thailand.com,,,,,,,,
Dictionary,trumpThailand.com,,,,,,,,
Dictionary,Thailand-trump.com,,,,,,,,
Dictionary,Thailandtrump.com,,,,,,,,
Dictionary,trump-Togo.com,,,,,,,,
Dictionary,trumpTogo.com,89.31.143.1,,mx00.udag.de,ns.udag.de,Germany,2016-11-10T00:00:00,2016-11-10T00:00:00,0
Dictionary,Togo-trump.com,,,,,,,,
Dictionary,Togotrump.com,,,,,,,,
Dictionary,trump-Tonga.com,,,,,,,,
Dictionary,trumpTonga.com,,,,,,,,
Dictionary,Tonga-trump.com,,,,,,,,
Dictionary,Tongatrump.com,,,,,,,,
Dictionary,trump-Tunisia.com,,,,,,,,
Dictionary,trumpTunisia.com,,,,,,,,
Dictionary,Tunisia-trump.com,,,,,,,,
Dictionary,Tunisiatrump.com,,,,,,,,
Dictionary,trump-Turkey.com,,,,,,,,
Dictionary,trumpTurkey.com,50.63.202.60,,smtp.secureserver.net,ns23.domaincontrol.com,United States,2006-10-21T00:00:00,2016-09-21T00:00:00,
Dictionary,Turkey-trump.com,,,,,,,,
Dictionary,Turkeytrump.com,184.168.221.58,,smtp.secureserver.net,ns57.domaincontrol.com,United States,2016-11-10T00:00:00,2016-11-10T00:00:00,0
Dictionary,trump-Turkmenistan.com,,,,,,,,
Dictionary,trumpTurkmenistan.com,,,,,,,,
Dictionary,Turkmenistan-trump.com,,,,,,,,
Dictionary,Turkmenistantrump.com,,,,,,,,
Dictionary,trump-Tuvalu.com,,,,,,,,
Dictionary,trumpTuvalu.com,,,,,,,,
Dictionary,Tuvalu-trump.com,,,,,,,,
Dictionary,Tuvalutrump.com,,,,,,,,
Dictionary,trump-Uganda.com,,,,,,,,
